1,9,1,3,0.54,1.08,0.37,0.85,0.7,0.45,0.87,0.51,0.5
1,10,1,1,0.63,1.07,0.37,0.96,0.56,0.48,0.31,0.5,0.49
1,11,1,13,0.91,1.04,0.34,0.53,0.37,0.43,0.36,0.47,0.4
2,0,1,1,0.86,0.78,0.81,0.33,0.46,0.27,0.25,0.18,0.17
2,1,1,7,0.39,0.98,0.79,0.23,0.3,0.19,0.12,0.19,0.16
2,3,1,5,0.25,0.29,1.11,0.32,0.15,0.42,0.3,0.34,0.32
2,4,1,3,0.27,0.29,1,0.33,0.23,0.99,0.34,0.33,0.31
2,5,1,3,0.24,0.26,0.94,0.31,0.3,0.95,0.23,0.28,0.93
2,6,1,16,0.17,0.28,0.92,0.17,0.36,0.81,0.21,0.34,0.87
2,7,1,1,0.32,0.43,0.9,0.32,0.74,0.65,0.25,0.88,0.43
2,8,1,1,0.32,0.51,0.87,0.39,0.86,0.52,0.78,0.62,0.29
2,9,1,1,0.31,0.53,0.86,0.47,0.86,0.49,0.82,0.49,0.28
2,10,1,11,0.3,0.6,0.85,0.8,0.8,0.41,0.22,0.28,0.26
2,11,1,16,0.77,0.71,0.82,0.46,0.58,0.29,0.23,0.2,0.18
3,0,1,3,0.93,0.95,0.94,0.28,0.3,0.26,0.23,0.31,0.24
3,1,1,3,0.31,0.99,1,0.33,0.23,0.29,0.34,0.33,0.27
3,2,1,5,0.32,0.42,1.11,0.34,0.15,0.29,0.3,0.32,0.25
3,4,1,7,0.16,0.19,0.79,0.19,0.3,0.98,0.12,0.23,0.39
3,5,1,1,0.17,0.27,0.81,0.18,0.46,0.78,0.25,0.33,0.86
3,6,1,16,0.18,0.29,0.82,0.2,0.58,0.71,0.23,0.46,0.77
3,7,1,11,0.26,0.41,0.85,0.28,0.8,0.6,0.22,0.8,0.3
3,8,1,1,0.28,0.49,0.86,0.49,0.86,0.53,0.82,0.47,0.31
3,9,1,1,0.29,0.52,0.87,0.62,0.86,0.51,0.78,0.39,0.32
3,10,1,1,0.43,0.65,0.9,0.88,0.74,0.43,0.25,0.32,0.32
3,11,1,16,0.87,0.81,0.92,0.34,0.36,0.28,0.21,0.17,0.17
4,0,1,1,0.91,0.54,0.4,0.62,1.06,1.12,0.35,0.32,0.29
4,1,1,16,0.34,0.87,0.4,0.38,0.91,1.1,0.33,0.29,0.21
4,2,1,16,0.11,0.59,0.84,0.28,0.62,1.03,0.3,0.27,0.17
4,3,1,6,0.12,0.44,1.04,0.27,0.54,0.97,0.28,0.26,0.16
4,5,1,5,0.37,0.41,0.33,0.44,0.29,1.01,0.37,0.43,1.08
4,6,1,13,0.4,0.43,0.34,0.47,0.37,1.04,0.36,0.53,0.91
4,7,1,1,0.49,0.48,0.37,0.5,0.56,1.07,0.31,0.96,0.63
4,8,1,3,0.5,0.45,0.37,0.51,0.7,1.08,0.87,0.85,0.54
4,9,1,1,0.47,0.42,0.36,0.56,0.75,1.08,0.88,0.74,0.52
4,10,1,16,0.42,0.42,0.38,0.99,0.98,1.1,0.37,0.49,0.44
4,11,1,4,0.83,0.48,0.41,0.76,1.09,1.12,0.37,0.36,0.33
5,0,1,9,1.11,0.45,0.44,1.11,0.4,0.39,0.79,1.16,1.2
5,1,1,4,0.86,1.02,0.49,1,0.52,0.47,0.76,1.16,1.22
5,2,1,4,0.7,1.07,0.96,0.91,0.54,0.4,0.72,1.13,1.21
5,3,1,10,0.68,1.02,1.08,0.89,0.53,0.39,0.71,1.12,1.2
5,4,1,3,0.68,0.9,0.8,0.9,0.5,0.88,0.75,1.12,1.15
5,6,1,3,0.44,0.46,0.38,0.51,0.17,0.44,0.5,0.53,1.09
5,7,1,3,0.49,0.62,0.5,0.5,0.22,0.41,0.58,1.17,1.23
5,8,1,3,0.51,0.27,0.23,0.46,0.22,0.36,0.97,1.2,1.18
5,9,1,9,0.48,0.34,0.3,0.42,0.2,0.41,1.12,1.2,1.18
5,10,1,4,0.52,0.54,0.52,1.07,0.37,0.47,0.95,1.23,1.22
5,11,1,4,0.99,0.45,0.46,1.15,0.39,0.41,0.81,1.17,1.2
6,0,1,1,0.78,0.62,0.29,0.39,0.86,0.52,0.32,0.51,0.87
6,1,1,1,0.25,0.88,0.43,0.32,0.74,0.65,0.32,0.43,0.9
6,2,1,16,0.21,0.34,0.87,0.17,0.36,0.81,0.17,0.28,0.92
6,3,1,4,0.23,0.28,0.93,0.31,0.3,0.95,0.24,0.26,0.94
6,4,1,4,0.34,0.33,0.31,0.33,0.23,0.99,0.27,0.29,1
6,5,1,6,0.3,0.34,0.32,0.32,0.15,0.42,0.25,0.29,1.11
6,7,1,7,0.12,0.19,0.16,0.23,0.3,0.19,0.39,0.98,0.79
6,8,1,1,0.25,0.18,0.17,0.33,0.46,0.27,0.86,0.78,0.81
6,9,1,15,0.23,0.2,0.18,0.46,0.58,0.29,0.77,0.71,0.82
6,10,1,12,0.22,0.28,0.26,0.8,0.8,0.41,0.3,0.6,0.85
6,11,1,2,0.82,0.49,0.28,0.47,0.86,0.49,0.31,0.53,0.86
7,0,1,1,0.88,0.56,0.47,0.74,0.75,0.42,0.52,1.08,0.36
7,1,1,2,0.37,0.99,0.42,0.49,0.98,0.42,0.44,1.1,0.38
7,2,1,4,0.37,0.76,0.83,0.36,1.09,0.48,0.33,1.12,0.41
7,3,1,2,0.35,0.62,0.91,0.32,1.06,0.54,0.29,1.12,0.4
7,4,1,15,0.33,0.38,0.34,0.29,0.91,0.87,0.21,1.1,0.4
7,5,1,15,0.3,0.28,0.11,0.27,0.62,0.59,0.17,1.03,0.84
7,6,1,6,0.28,0.27,0.12,0.26,0.54,0.44,0.16,0.97,1.04
7,8,1,5,0.37,0.44,0.37,0.43,0.29,0.41,1.08,1.01,0.33
7,9,1,14,0.36,0.47,0.4,0.53,0.37,0.43,0.91,1.04,0.34
7,10,1,2,0.31,0.5,0.49,0.96,0.56,0.48,0.63,1.07,0.37
7,11,1,4,0.87,0.51,0.5,0.85,0.7,0.45,0.54,1.08,0.37
8,0,1,9,1.12,0.42,0.48,1.2,0.2,0.34,1.18,0.41,0.3
8,1,1,4,0.95,1.07,0.52,1.23,0.37,0.54,1.22,0.47,0.52
8,2,1,4,0.81,1.15,0.99,1.17,0.39,0.45,1.2,0.41,0.46
8,3,1,10,0.79,1.11,1.11,1.16,0.4,0.45,1.2,0.39,0.44
8,4,1,3,0.76,1,0.86,1.16,0.52,1.02,1.22,0.47,0.49
8,5,1,3,0.72,0.91,0.7,1.13,0.54,1.07,1.21,0.4,0.96
8,6,1,10,0.71,0.89,0.68,1.12,0.53,1.02,1.2,0.39,1.08
8,7,1,3,0.75,0.9,0.68,1.12,0.5,0.9,1.15,0.88,0.8
8,9,1,4,0.5,0.51,0.44,0.53,0.17,0.46,1.09,0.44,0.38
8,10,1,4,0.58,0.5,0.49,1.17,0.22,0.62,1.23,0.41,0.5
8,11,1,4,0.97,0.46,0.51,1.2,0.22,0.27,1.18,0.36,0.23
9,0,1,3,0.96,1.07,0.7,0.4,0.54,0.91,1.21,1.13,0.72
9,1,1,3,0.49,1.02,0.86,0.47,0.52,1,1.22,1.16,0.76
9,2,1,10,0.44,0.45,1.11,0.39,0.4,1.11,1.2,1.16,0.79
9,3,1,4,0.46,0.45,0.99,0.41,0.39,1.15,1.2,1.17,0.81
9,4,1,4,0.52,0.54,0.52,0.47,0.37,1.07,1.22,1.23,0.95
9,5,1,9,0.3,0.34,0.48,0.41,0.2,0.42,1.18,1.2,1.12
9,6,1,4,0.23,0.27,0.51,0.36,0.22,0.46,1.18,1.2,0.97
9,7,1,4,0.5,0.62,0.49,0.41,0.22,0.5,1.23,1.17,0.58
9,8,1,4,0.38,0.46,0.44,0.44,0.17,0.51,1.09,0.53,0.5
9,10,1,3,0.8,0.9,0.68,0.88,0.5,0.9,1.15,1.12,0.75
9,11,1,10,1.08,1.02,0.68,0.39,0.53,0.89,1.2,1.12,0.71
10,0,1,15,0.84,0.59,0.11,1.03,0.62,0.28,0.17,0.27,0.3
10,1,1,15,0.4,0.87,0.34,1.1,0.91,0.38,0.21,0.29,0.33
10,2,1,2,0.4,0.54,0.91,1.12,1.06,0.62,0.29,0.32,0.35
10,3,1,4,0.41,0.48,0.83,1.12,1.09,0.76,0.33,0.36,0.37
10,4,1,2,0.38,0.42,0.42,1.1,0.98,0.99,0.44,0.49,0.37
10,5,1,1,0.36,0.42,0.47,1.08,0.75,0.56,0.52,0.74,0.88
10,6,1,4,0.37,0.45,0.5,1.08,0.7,0.51,0.54,0.85,0.87
10,7,1,2,0.37,0.48,0.49,1.07,0.56,0.5,0.63,0.96,0.31
10,8,1,14,0.34,0.43,0.4,1.04,0.37,0.47,0.91,0.53,0.36
10,9,1,5,0.33,0.41,0.37,1.01,0.29,0.44,1.08,0.43,0.37
10,11,1,6,1.04,0.44,0.12,0.97,0.54,0.27,0.16,0.26,0.28
11,0,1,6,1.11,0.42,0.32,0.29,0.15,0.34,0.25,0.32,0.3
11,1,1,4,1,0.99,0.31,0.29,0.23,0.33,0.27,0.33,0.34
11,2,1,4,0.94,0.95,0.93,0.26,0.3,0.28,0.24,0.31,0.23
11,3,1,16,0.92,0.81,0.87,0.28,0.36,0.34,0.17,0.17,0.21
11,4,1,1,0.9,0.65,0.43,0.43,0.74,0.88,0.32,0.32,0.25
11,5,1,1,0.87,0.52,0.29,0.51,0.86,0.62,0.32,0.39,0.78
11,6,1,2,0.86,0.49,0.28,0.53,0.86,0.49,0.31,0.47,0.82
11,7,1,12,0.85,0.41,0.26,0.6,0.8,0.28,0.3,0.8,0.22
11,8,1,15,0.82,0.29,0.18,0.71,0.58,0.2,0.77,0.46,0.23
11,9,1,1,0.81,0.27,0.17,0.78,0.46,0.18,0.86,0.33,0.25
11,10,1,7,0.79,0.19,0.16,0.98,0.3,0.19,0.39,0.23,0.12
0,1,2,8,0.79,0.98,0.39,0.19,0.3,0.23,0.16,0.19,0.12
0,2,2,2,0.81,0.78,0.86,0.27,0.46,0.33,0.17,0.18,0.25
0,3,2,16,0.82,0.71,0.77,0.29,0.58,0.46,0.18,0.2,0.23
0,4,2,11,0.85,0.6,0.3,0.41,0.8,0.8,0.26,0.28,0.22
0,5,2,1,0.86,0.53,0.31,0.49,0.86,0.47,0.28,0.49,0.82
0,6,2,2,0.87,0.51,0.32,0.52,0.86,0.39,0.29,0.62,0.78
0,7,2,2,0.9,0.43,0.32,0.65,0.74,0.32,0.43,0.88,0.25
0,8,2,15,0.92,0.28,0.17,0.81,0.36,0.17,0.87,0.34,0.21
0,9,2,3,0.94,0.26,0.24,0.95,0.3,0.31,0.93,0.28,0.23
0,10,2,3,1,0.29,0.27,0.99,0.23,0.33,0.31,0.33,0.34
0,11,2,5,1.11,0.29,0.25,0.42,0.15,0.32,0.32,0.34,0.3
1,0,2,5,1.04,0.97,0.16,0.44,0.54,0.26,0.12,0.27,0.28
1,2,2,6,0.33,1.01,1.08,0.41,0.29,0.43,0.37,0.44,0.37
1,3,2,13,0.34,1.04,0.91,0.43,0.37,0.53,0.4,0.47,0.36
1,4,2,1,0.37,1.07,0.63,0.48,0.56,0.96,0.49,0.5,0.31
1,5,2,3,0.37,1.08,0.54,0.45,0.7,0.85,0.5,0.51,0.87
1,6,2,2,0.36,1.08,0.52,0.42,0.75,0.74,0.47,0.56,0.88
1,7,2,1,0.38,1.1,0.44,0.42,0.98,0.49,0.42,0.99,0.37
1,8,2,3,0.41,1.12,0.33,0.48,1.09,0.36,0.83,0.76,0.37
1,9,2,1,0.4,1.12,0.29,0.54,1.06,0.32,0.91,0.62,0.35
1,10,2,16,0.4,1.1,0.21,0.87,0.91,0.29,0.34,0.38,0.33
1,11,2,16,0.84,1.03,0.17,0.59,0.62,0.27,0.11,0.28,0.3
2,0,2,9,1.08,0.39,1.2,1.02,0.53,1.12,0.68,0.89,0.71
2,1,2,4,0.8,0.88,1.15,0.9,0.5,1.12,0.68,0.9,0.75
2,3,2,3,0.38,0.44,1.09,0.46,0.17,0.53,0.44,0.51,0.5
2,4,2,3,0.5,0.41,1.23,0.62,0.22,1.17,0.49,0.5,0.58
2,5,2,3,0.23,0.36,1.18,0.27,0.22,1.2,0.51,0.46,0.97
2,6,2,10,0.3,0.41,1.18,0.34,0.2,1.2,0.48,0.42,1.12
2,7,2,3,0.52,0.47,1.22,0.54,0.37,1.23,0.52,1.07,0.95
2,8,2,3,0.46,0.41,1.2,0.45,0.39,1.17,0.99,1.15,0.81
2,9,2,9,0.44,0.39,1.2,0.45,0.4,1.16,1.11,1.11,0.79
2,10,2,4,0.49,0.47,1.22,1.02,0.52,1.16,0.86,1,0.76
2,11,2,4,0.96,0.4,1.21,1.07,0.54,1.13,0.7,0.91,0.72
3,0,2,3,0.97,1.2,1.18,0.46,0.22,0.36,0.51,0.27,0.23
3,1,2,3,0.58,1.17,1.23,0.5,0.22,0.41,0.49,0.62,0.5
3,2,2,3,0.5,0.53,1.09,0.51,0.17,0.44,0.44,0.46,0.38
3,4,2,4,0.75,1.12,1.15,0.9,0.5,0.88,0.68,0.9,0.8
3,5,2,9,0.71,1.12,1.2,0.89,0.53,0.39,0.68,1.02,1.08
3,6,2,4,0.72,1.13,1.21,0.91,0.54,0.4,0.7,1.07,0.96
3,7,2,4,0.76,1.16,1.22,1,0.52,0.47,0.86,1.02,0.49
3,8,2,9,0.79,1.16,1.2,1.11,0.4,0.39,1.11,0.45,0.44
3,9,2,3,0.81,1.17,1.2,1.15,0.39,0.41,0.99,0.45,0.46
3,10,2,3,0.95,1.23,1.22,1.07,0.37,0.47,0.52,0.54,0.52
3,11,2,10,1.12,1.2,1.18,0.42,0.2,0.41,0.48,0.34,0.3
4,0,2,3,0.87,0.85,0.54,0.51,0.7,1.08,0.5,0.45,0.37
4,1,2,1,0.31,0.96,0.63,0.5,0.56,1.07,0.49,0.48,0.37
4,2,2,13,0.36,0.53,0.91,0.47,0.37,1.04,0.4,0.43,0.34
4,3,2,6,0.37,0.43,1.08,0.44,0.29,1.01,0.37,0.41,0.33
4,5,2,5,0.28,0.26,0.16,0.27,0.54,0.97,0.12,0.44,1.04
4,6,2,16,0.3,0.27,0.17,0.28,0.62,1.03,0.11,0.59,0.84
4,7,2,16,0.33,0.29,0.21,0.38,0.91,1.1,0.34,0.87,0.4
4,8,2,1,0.35,0.32,0.29,0.62,1.06,1.12,0.91,0.54,0.4
4,9,2,3,0.37,0.36,0.33,0.76,1.09,1.12,0.83,0.48,0.41
4,10,2,1,0.37,0.49,0.44,0.99,0.98,1.1,0.42,0.42,0.38
4,11,2,2,0.88,0.74,0.52,0.56,0.75,1.08,0.47,0.42,0.36
